name,SoundD,Soundex,Metaphone
TOMATO NUNHEMS SAMPURNA  ,3535,T535,TMTNNHMSMPRN
TOMATO NUNHEMS US F  SEED,3535,T535,TMTNNHMSSFST
TOMATO PAN   ,3531,T531,TMTPN
TOMATO SEMINIS ABHILASH  ,3532,T532,TMTSMNSBHLX
TOMATO SEMINIS ADITYA   ,3532,T532,TMTSMNSTTY
TOMATO SEMINIS ANSAL  SEED,3532,T532,TMTSMNSNSLST
TOMATO SEMINIS ANSAL  SEED,3532,T532,TMTSMNSNSLST
TOMATO SEMINIS ASHOKA  ,3532,T532,TMTSMNSXK
TOMATO SEMINIS ASHUTOSH  ,3532,T532,TMTSMNSXTX
TOMATO SEMINIS AYUSHMAN  ,3532,T532,TMTSMNSYXMN
TOMATO SEMINIS DEEPANKAR  ,3532,T532,TMTSMNSTPNKR
TOMATO SEMINIS DURG  ,3532,T532,TMTSMNSTRK
TOMATO SEMINIS GANESH   ,3532,T532,TMTSMNSKNX
TOMATO SEMINIS HORSLEY  SEED,3532,T532,TMTSMNXRSLST
TOMATO SEMINIS KAUSHAL  ,3532,T532,TMTSMNSKXL
TOMATO SEMINIS KRISHMA  ,3532,T532,TMTSMNSKRXM
TOMATO SEMINIS ROHIT  ,3532,T532,TMTSMNSRHT
TOMATO SEMINIS SAKSHAM  ,3532,T532,TMTSMNSKXM
TOMATO SEMINIS VIRANG  ,3532,T532,TMTSMNSFRNK
TOMATO SUBHAM   ,3532,T532,TMTSBHM
TOMATO SUNGRO   ,3532,T532,TMTSNKR
TOMATO SUNGRO   ,3532,T532,TMTSNKR
TOMATO SUNGRO   ,3532,T532,TMTSNKR
TOMATO SYNGENTA   SEED,3532,T532,TMTSNJNTST
TOMATO SYNGENTA   ,3532,T532,TMTSNJNT
TOMATO SYNGENTA   ,3532,T532,TMTSNJNT
TOMATO SYNGENTA   ,3532,T532,TMTSNJNT
TOMATO SYNGENTA   ,3532,T532,TMTSNJNT
TOMATO SYNGENTA   ,3532,T532,TMTSNJNT
TOMATO SYNGENTA   SEED,3532,T532,TMTSNJNTST
TOMATO SYNGENTA ABHINAV  SEED,3532,T532,TMTSNJNTBHNFST
TOMATO SYNGENTA AYAAN   SEED,3532,T532,TMTSNJNTYNST
TOMATO SYNGENTA HEEMSHIKHAR  SEED,3532,T532,TMTSNJNTHMXKHRST
TOMATO SYNGENTA HEEMSHIKHAR  SEED,3532,T532,TMTSNJNTHMXKHRST
TOMATO SYNGENTA HEEM SHONA . ,3532,T532,TMTSNJNTHMXN
TOMATO SYNGENTA SAHO  ,3532,T532,TMTSNJNTSH
TOMATO SYNGENTA SAHOO   SEED,3532,T532,TMTSNJNTSHST
TOMATO SYNGENTA TRISHUL  ,3532,T532,TMTSNJNTTRXL
TOMATO TATA AMRUTHA  ,3533,T533,TMTTTMR0
TOMATO TOKITA ANUSHKA  ,3533,T533,TMTTKTNXK
TOMATO TOKITA VISHWANATH  ,3533,T533,TMTTKTFXWN0
TOMATO TRISHA   ,3533,T533,TMTTRX
TOMATO UNISEM USM KAPILA  SEED,3535,T535,TMTNSMSMKPLST
TOMATO UNITED GENETICS MASTER  ,3535,T535,TMTNTJNTKSMSTR
TOMATO US  ,3532,T532,TMTS
TOMATO US  ,3532,T532,TMTS
TOMATO US   SEED,3532,T532,TMTST
TOMATO US SW   ,3532,T532,TMTS
TOMATO US SW  . ,3532,T532,TMTS
TOMATO US SW  ,3532,T532,TMTS
TOMATO US SW . ,3532,T532,TMTS
TOMATO US SW   ,3532,T532,TMTS
TOMATO VNR   ,3531,T531,TMTFNR
TOMATO VNR   ,3531,T531,TMTFNR
TOMATO VNR   ,3531,T531,TMTFNR
TOMATO VNR VANI  ,3531,T531,TMTFNRFN
TOMATO SYGENTA YUG  SEED,3532,T532,TMTSJNTYKST
TOMATO SYNGENTA HEEMSOHNA  SEEDS,3532,T532,TMTSNJNTHMSNSTS
TOMATO   MONOCARTON OF ,3535,T535,TMTMNKRTNF
TOMATO   MONOCARTON OF ,3535,T535,TMTMNKRTNF
TOMATO   MONOCARTON OF ,3535,T535,TMTMNKRTNF
TOMATO SYNGENTA HARD ROCK  SEEDS,3532,T532,TMTSNJNTHRTRKSTS
TOMATO SEMINIS VIRANG  ,3532,T532,TMTSMNSFRNK
TOMATO SEMINIS KARISHMA  SEEDS,3532,T532,TMTSMNSKRXMSTS
TOMATO SYNGENTA SAHO  ,3532,T532,TMTSNJNTSH
TOMATO SEMINIS ASHUTOSH  SEEDS,3532,T532,TMTSMNSXTXSTS
TOMATO CHIA TAI KARAN F HYBRID  ,3532,T532,TMTXTKRNFHBRT
ANKUR HYBIRD TOMATO ARTH ARNAV  ,5261,A526,ANKRHBRTTMTR0RNF
TOMATO US SW  SEEDS,3532,T532,TMTSSTS
TOMATO US SW  SEEDS,3532,T532,TMTSSTS
TOMATO  ,3530,T530,TMT
TOMATO  ,3530,T530,TMT
TOMATO  ,3530,T530,TMT
SAGAR BIOTECH TAMATO TEJASROUND  ,2261,S261,SKRBTXTMTTJSRNT
SAGAR BIOTECH TAMATO SHIVA OVAL  ,2261,S261,SKRBTXTMTXFFL
TOMATO SEMINIS ABHILASH  SEEDS,3532,T532,TMTSMNSBHLXSTS
TOMATO SYNGENTA MEGHDUT   SEED,3532,T532,TMTSNJNTMKTTST
TOMATO SEMINIS AGASTYA  SEEDS,3532,T532,TMTSMNSKSTYSTS
SEMINIS ARYAMAN TOMATO  SEEDS,2552,S552,SMNSRYMNTMTSTS
AGROMIN  ML,2655,A265,AKRMNML
TOMATO P,3531,T531,TMTP
TOMATO F SW   SEEDS,3531,T531,TMTFSSTS
TOMATO HEEMSHIKAR  SEEDS,3535,T535,TMTHMXKRSTS
URAD DAYAL SEEDS PU   ,6342,U634,URTYLSTSP
WATERMELON ARJUN  ,3654,W365,WTRMLNRJN
WATERMELON BABY  ,3654,W365,WTRMLNBB
WATERMELON HYVEG HVWM   ,3654,W365,WTRMLNHFKFM
WATERMELON INDOSEM SIKANDAR  ,3654,W365,WTRMLNNTSMSKNTR
WATERMELON KANAK  ,3654,W365,WTRMLNKNK
WATERMELON KAVERI SWEETHEART  ,3654,W365,WTRMLNKFRSW0RT
WATERMELON  F AAROHI  ,3654,W365,WTRMLNFRH
WATERMELON KNOWNYOUSEED F ANMOL  ,3654,W365,WTRMLNKNNYSTFNML
WATERMELON F MANNAT  ,3654,W365,WTRMLNFMNT
WATERMELON KNOWNYOUSEED SARASWAT  ,3654,W365,WTRMLNKNNYSTSRSWT
WATERMELON SARASWAT  ,3654,W365,WTRMLNSRSWT
WATERMELON NAMDHARI NS  ,3654,W365,WTRMLNMTHRNS
WATERMELON NAMDHARI NS   SEED,3654,W365,WTRMLNMTHRNST
WATERMELON NAMDHARI NS   SEED,3654,W365,WTRMLNMTHRNST
WATERMELON NATH RUSTAM  ,3654,W365,WTRMLN0RSTM
WATERMELON NOBLE KRISHNA  ,3654,W365,WTRMLNBLKRXN
WATERMELON NUNHEMS AASTHA  SEED,3654,W365,WTRMLNNHMSS0ST
WATERMELON NUNHEMS AYESHA  SEED,3654,W365,WTRMLNNHMSYXST
WATERMELON NUNHEMS MADHURI  SEED,3654,W365,WTRMLNNHMSMTHRST
WATERMELON NUNHEMS MADHURI  SEED,3654,W365,WTRMLNNHMSMTHRST
WATERMELON NUNHEMS MAXX  SEED,3654,W365,WTRMLNNHMSMKSST
WATERMELON NUNHEMS MAXX  SEED,3654,W365,WTRMLNNHMSMKSST
WATERMELON PAHUJA SUMAN   ,3654,W365,WTRMLNPHJSMN
WATERMELON SAGAR KING  ,3654,W365,WTRMLNSKRKNK
WATERMELON SAKATA SATO  ,3654,W365,WTRMLNSKTST
WATERMELON SEMINIS MADHAV  ,3654,W365,WTRMLNSMNSMTHF
WATERMELON SEAMON'S BAHUBALI  ,3654,W365,WTRMLNSMNSBHBL
WATERMELON SHRIRAM KANHA  ,3654,W365,WTRMLNXRRMKNH
WATERMELON SYNGENTA AGASTA  SEED,3654,W365,WTRMLNSNJNTKSTST
WATERMELON SYNGENTA RED CHIEF  ,3654,W365,WTRMLNSNJNTRTXF
WATERMELON SYNGENTA RED CHIEF  ,3654,W365,WTRMLNSNJNTRTXF
WATERMELON SYNGENTA RED CHIEF  ,3654,W365,WTRMLNSNJNTRTXF
WATERMELON SYNGENTA SUGAR QUEEN  ,3654,W365,WTRMLNSNJNTSKRKN
WATERMELON TOKITA  ,3654,W365,WTRMLNTKT
WATERMELON UNISEM KAJOL  ,3654,W365,WTRMLNNSMKJL
WATERMELON UNISEM KAJOL  ,3654,W365,WTRMLNNSMKJL
WATERMELON US SW   ,3654,W365,WTRMLNS
WATERMELON US SW   ,3654,W365,WTRMLNS
WATERMELON SAGAR KING PLUS F  ,3654,W365,WTRMLNSKRKNKPLSF
NAMDHARI WATERMELON KOHINOOR  SEEDS,5536,N536,NMTHRWTRMLNKHNRSTS
SAGAR  ,2260,S260,SKR
WATERMELON   MONOCARTON OF ,3654,W365,WTRMLNMNKRTNF
WATERMELON   MONOCARTON OF ,3654,W365,WTRMLNMNKRTNF
WATERMELON SYNGENTA SIMBHA  SEEDS,3654,W365,WTRMLNSNJNTSMBHSTS
WATERMELON KALASH MELODY  ,3654,W365,WTRMLNKLXMLT
WATERMELON MALAV NEW CIRIT  ,3654,W365,WTRMLNMLFNSRT
WATERMELON NUNHEMS AYESHA  SEED,3654,W365,WTRMLNNHMSYXST
WATERMELON F CRETA ICEBOX  ,3654,W365,WTRMLNFKRTSBKS
WATERMELON NUNHEMS MADHUBALA  SEEDS,3654,W365,WTRMLNNHMSMTHBLSTS
WATERMELON KALASH CANDY  ,3654,W365,WTRMLNKLXKNT
WATERMELON SAGAR BLACK BADSHAH   ,3654,W365,WTRMLNSKRBLKBTX
WATERMELON SHINE F MESSI  ,3654,W365,WTRMLNXNFMS
WATERMELON NUZIVEEDU   ,3654,W365,WTRMLNSFT
WATERMELON NUNHEMS MADHURI  SEEDS,3654,W365,WTRMLNNHMSMTHRSTS
ANKUR HYBIRD WATERMELON HELLO   ,5261,A526,ANKRHBRTWTRMLNHL
ANKUR HYBIRD WATERMELON RUNNER   ,5261,A526,ANKRHBRTWTRMLNRNR
WATERMELON  ,3654,W365,WTRMLN
WATERMELON  ,3654,W365,WTRMLN
SAAG ANNAPURNA WHITE PUNKA  ,2251,S251,SKNPRNHTPNK
YARD BEAN NAMDHARI NS  ,6315,Y631,YRTBNMTHRNS
EAST WEST MARYGREEN  LONG  SEEDS  ,2323,E232,ESTWSTMRKRNLNKSTS
CATTLE FEED HYD  ,2341,C341,KTLFTHT
CHAPPAD VIP  ,2131,C131,XPTFP
EASY HEIGHT PROFIT  ,2316,E223,ESHKTPRFT
GODRAGE SUPER PELLET  ,2362,G362,KTRJSPRPLT
GOPALA  ,2140,G140,KPL
GOPALA  ,2140,G140,KPL
GOPALA  ,2140,G140,KPL
GOPALA CHAPPAD  ,2142,G142,KPLXPT
KAPILA  ,2140,K140,KPL
KAPILA  ,2140,K140,KPL
KISAN PASHU AAHAR  ,2251,K251,KSNPXHR
MAKHAN BHOG  ,5251,M251,MKHNBHK
NANDHINI BHOG  ,5535,N535,NNTHNBHK
SONAI DIAMOND SARKI DHEP  ,2535,S535,SNTMNTSRKTHP
VETNOBITA  ML,1351,V351,FTNBTML
VETNOBITA  ML,1351,V351,FTNBTML
VETNOBITA  L,1351,V351,FTNBTL
WHEAT BRAN AMRIT  ,3165,W316,WTBRNMRT
WHEAT BRAN AMRIT  ,3165,W316,WTBRNMRT
WHEAT BRANBIJAY  ,3165,W316,WTBRNBJ
WHEATBRAN CHOKAR  ,3165,W316,WTBRNXKR
VETNOLIV  L,1354,V354,FTNLFL
MAKHAN BHOG  ,5251,M251,MKHNBHK
PUNERI GHODA  ,1563,P562,PNRT
PUNERI MALAI  ,1565,P565,PNRML
PUNERI GHODA  ,1563,P562,PNRT
PUNERI MALAI  ,1565,P565,PNRML
MATESHWARI BHOG  ,5326,M326,MTXWRBHK
AFRICAN TALL SHREE BALAJI SEEDS  ,1625,A162,AFRKNTLXRBLJSTS
KK GOLD RASMALAI SB  ,2436,K436,KKLTRSMLSB
KK GOLD RASMALAI HS  ,2436,K436,KKLTRSMLS
DSM NUTRIFEED ROVIMIX  ,3253,D253,TSMNTRFTRFMKS
KEMIN REPROMIN  ,2556,K556,KMNRPRMN
VETNOCAL GOLD  L,1352,V352,FTNKLKLTL
MICRONUTRIENTS PARBHAT FERT MGSO  ,5265,M265,MKRNTRNTSPRBHTFRTMKS
:: RCF SUJALA  ,6212,R212,RKFSJL
ACTIVE  ,2310,A231,AKTF
AGROMIN FS MAX  ,2655,A265,AKRMNFSMKS
AGROMIN FS MAX  ,2655,A265,AKRMNFSMKS
AGROMIN FS MAX  ,2655,A265,AKRMNFSMKS
AGROMIN SOIL APPLICATION  ,2655,A265,AKRMNSLPLKXN
AGROMIN SOIL APPLICATION  ,2655,A265,AKRMNSLPLKXN
ALADDIN  ,4350,A435,ALTN
ALLWIN TOP PLUS  ,4531,A453,ALWNTPLS
AMBITION   ,5135,A513,AMBXN
AMBITION   ,5135,A513,AMBXN
AMBITION   ,5135,A513,AMBXN
AMBITION   ,5135,A513,AMBXN
AMBITION   ,5135,A513,AMBXN
AMBITION ML  ML,5135,A513,AMBXNMLML
AMBITION ML  ML,5135,A513,AMBXNMLML
AMBITION ML  ML,5135,A513,AMBXNMLML
AMBITION ML  L,5135,A513,AMBXNML
AMBITION ML  ML,5135,A513,AMBXNMLML
AMINO PLUS  ML,5514,A551,AMNPLSML
AMINO PLUS  ML,5514,A551,AMNPLSML
AMINO PLUS  L,5514,A551,AMNPLSL
AMMONIUM SULPHATE  ,5552,A555,AMNMSLFT
AMMONIUM SULPHATE  HIL  ,5552,A555,AMNMSLFTHL
AMMONIUM SULPHATESARDAR  ,5552,A555,AMNMSLFTSRTR
AMONIUM SULPHATE FACT  ,5552,A555,AMNMSLFTFKT
ANDI KHALI  ,5324,A532,ANTKHL
ANMOL  ML,5454,A545,ANMLML
ANMOL MICRO  ,5452,A545,ANMLMKR
ANMOL NPK ::  ,5451,A545,ANMLNPK
APPLIN  ML,1454,A145,APLNML
APPLIN  ML,1454,A145,APLNML
APPLIN  ML,1454,A145,APLNML
ARPIT  ML,6135,A613,ARPTML
ARPIT  ML,6135,A613,ARPTML
ARPIT  ML,6135,A613,ARPTML
ATONIK  ML,3525,A352,ATNKML
ATONIK  ML,3525,A352,ATNKML
ATONIK  ML,3525,A352,ATNKML
AUGUSTA  L,2234,A223,AKSTL
AUGUSTA  ML,2235,A223,AKSTML
AUGUSTA  ML,2235,A223,AKSTML
AUGUSTA  ML,2235,A223,AKSTML
AUGUSTA  ML,2235,A223,AKSTML
BALWAN DAP  ,1453,B453,BLWNTP
BEST WAY   ML,1235,B235,BSTWML
BEST WAY   ML,1235,B235,BSTWML
BIO   ML,1540,B540,BML
BIO   ML,1540,B540,BML
BIOCUR B PSEUDOMONAS  ML,1261,B261,BKRBPSTMNSML
BIO CURE B  L,1261,B261,BKRBL
BIO DOSE  ML,1325,B325,BTSML
BIO DOSE  ML,1325,B325,BTSML
BIO DOSE  ML,1325,B325,BTSML
BIO DOSE  ML,1325,B325,BTSML
BIO GOLD  ,1243,B243,BKLT
BIO M POWER  ML,1516,B516,BMPWRML
BIO ORAL RG BUCKET  ,1646,B646,BRLRKBKT
BIO PEARL  L,1164,B164,BPRL
BIOVITA LIQUID  ML,1134,B134,BFTLKTML
BIOVITA LIQUID  ML,1134,B134,BFTLKTML
BIOVITA LIQUID  L,1134,B134,BFTLKTL
BIOVITA LIQUID  ML,1134,B134,BFTLKTML
BIOVITA  X GRANULES  ,1132,B132,BFTKSKRNLS
BIOVITA  X GRANULES  ,1132,B132,BFTKSKRNLS
BIOZYME  ML,1255,B255,BSMML
BIOZYME  ML,1255,B255,BSMML
BIOZYME  ML,1255,B255,BSMML
BIOZYME  L,1254,B254,BSML
BOOM FLOWER  ML,1514,B514,BMFLWRML
BOOM FLOWER  ML,1514,B514,BMFLWRML
BOOM FLOWER  ML,1514,B514,BMFLWRML
BOOM FLOWER  L,1514,B514,BMFLWRL
BOOM TET  ML,1533,B533,BMTTML
BOOM TET  ML,1533,B533,BMTTML
BOOM TET  ML,1533,B533,BMTTML
BOOM TET  ML,1533,B533,BMTTML
BORAN %  ,1650,B650,BRN
BRAND  ML,1653,B653,BRNTML
BRAND  ML,1653,B653,BRNTML
BRAND  ML,1653,B653,BRNTML
BRAND  ML,1653,B653,BRNTML
BRAND GR MATKA  ,1653,B653,BRNTKRMTK
BVFCL MUKTA BIO  L,1245,B245,BFFKLMKTBL
CALBOR GRANULATED  ,2416,C416,KLBRKRNLTT
CALBOR GRANULATED  ,2416,C416,KLBRKRNLTT
CALBOR GRANULATED  ,2416,C416,KLBRKRNLTT
CALCIUM NITRATE BORON FORZA  ,2425,C425,KLSMNTRTBRNFRS
CALCIUM NITRATE BORON FORZA  ,2425,C425,KLSMNTRTBRNFRS
CALCIUM NITRATE BORON FORZA  ,2425,C425,KLSMNTRTBRNFRS
CALCIUM NITRATE  CALRICH  ,2425,C425,KLSMNTRTKLRX
CALCIUM NITRATE GREENSTAR  ,2425,C425,KLSMNTRTKRNSTR
CALCIUM NITRATETARAI GOLD  ,2425,C425,KLSMNTRTTRKLT
CALCIUM NITRATE WITH BORONBOROCAN  ,2425,C425,KLSMNTRTW0BRNBRKN
CALCIUM NITRATE WITH BORONCOMBO  ,2425,C425,KLSMNTRTW0BRNKMB
CALCIUM SHAKTIMAN  ,2425,C425,KLSMXKTMN
CALOSPHERE  ,2421,C421,KLSFR
CFCL BENTONITE SULPHUR  ,2124,C124,KFKLBNTNTSLFR
CHAMATKAR  ML,2532,C532,XMTKRML
CHAMATKAR  ML,2532,C532,XMTKRML
CHAMATKAR  ML,2532,C532,XMTKRML
CHAMATKAR  L,2532,C532,XMTKRL
CHELAMIN FS  ,2455,C455,XLMNFS
CHELAMIN FS  ,2455,C455,XLMNFS
COCOPEAT  ,2213,C213,KKPT
COPIO  ,2100,C100,KP
COROMANDEL APS :::  ,2655,C655,KRMNTLPS
COROMANDEL APS :::  ,2655,C655,KRMNTLPS
POTASSIUM NITRATE::IMP  ,1325,P325,PTSMNTRTMP
POTASSIUM NITRATE::IMP  ,1325,P325,PTSMNTRTMP
COSAVET FERTIS  ,2213,C213,KSFTFRTS
COSAVET FERTIS  ,2213,C213,KSFTFRTS
COSAVET FERTIS  ,2213,C213,KSFTFRTS
COSAVET FERTIS  ,2213,C213,KSFTFRTS
CROPMAX  ,2615,C615,KRPMKS
CROWN MIX MICRONUTRIENTS  ,2652,C652,KRNMKSMKRNTRNTS
CROWN MIX MICRONUTRIENTS  ,2652,C652,KRNMKSMKRNTRNTS
CULTAR  ML,2436,C436,KLTRML
CULTAR  ML,2436,C436,KLTRML
CULTAR  ML,2436,C436,KLTRML
CULTAR  L,2436,C436,KLTRL
CULTAR  ML,2436,C436,KLTRML
CULTAR  ML,2436,C436,KLTRML
DAP KRIBHCO  ,3126,D126,TPKRBHK
DAYAL ANMOL ::  ,3454,D454,TYLNML
DAYAL HUMIC FERT  ,3452,D452,TYLHMKFRT
DAYAL ZINK SULPHATE %   ,3425,D425,TYLSNKSLFT
DAYAL ZINK SULPHATE %   ,3425,D425,TYLSNKSLFT
DHAATHRI  ,3360,D360,TH0R
DHANUVIT  ,3513,D513,THNFT
DHANUVIT  ,3513,D513,THNFT
DHANUVIT  ,3513,D513,THNFT
DHANVARSHA  ML,3516,D516,THNFRXML
DHANVARSHA  L,3516,D516,THNFRXL
DHANVARSHA  ML,3516,D516,THNFRXML
DHANVARSHA  ML,3516,D516,THNFRXML
DHANVARSHA  ML,3516,D516,THNFRXML
DHANZYME GOLD  ML,3525,D525,THNSMKLTML
DHANZYME GOLD  ML,3525,D525,THNSMKLTML
DHANZYME GOLD  ML,3525,D525,THNSMKLTML
DHANZYME GOLD  ML,3525,D525,THNSMKLTML
DHANZYME GOLD  L,3525,D525,THNSMKLTL
DHANZYME GOLD GRANUALS  ,3525,D525,THNSMKLTKRNLS
DHANZYME GOLD GRANUALS  ,3525,D525,THNSMKLTKRNLS
DHANZYME GOLD GRANUALS  ,3525,D525,THNSMKLTKRNLS
DHANZYME GRANULES  ,3525,D525,THNSMKRNLS
DHANZYME GRANULES  ,3525,D525,THNSMKRNLS
DHANZYME GRANULES  ,3525,D525,THNSMKRNLS
DHANZYME GRANULES  ,3525,D525,THNSMKRNLS
DHANZYME GRANULES  ,3525,D525,THNSMKRNLS
DHOOM FLOWER  ML,3514,D514,THMFLWRML
DHOOM FLOWER  L,3514,D514,THMFLWRL
DOMIC  ML,3525,D525,TMKML
DOUBLE  ML,3145,D145,TBLML
DOUBLE  ML,3145,D145,TBLML
DOUBLE  ML,3145,D145,TBLML
DOUBLE  ML,3145,D145,TBLML
DOUBLE  ML,3145,D145,TBLML
DOUBLE  L,3144,D144,TBLL
DREAM GOLD  ML,3652,D652,TRMKLTML
DREAM GOLD  L,3652,D652,TRMKLTL
ECOMAXG  ,2520,E252,EKMKSK
EMPIRE  ML,5165,E516,EMPRML
ENERGY  ,5620,E562,ENRJ
ENERGY  ,5620,E562,ENRJ
ETHREL  ML,3645,E364,E0RLML
ETHREL  L,3640,E364,E0RL
ETHREL  ML,3645,E364,E0RLML
FACTAMFOS  ,1235,F235,FKTMFS
FACTAMFOS FACT  ,1235,F235,FKTMFSFKT
FANTAC PLUS  ML,1532,F532,FNTKPLSML
FANTAC PLUS  ML,1532,F532,FNTKPLSML
FANTAC PLUS  ML,1532,F532,FNTKPLSML
FANTAC PLUS  L,1532,F532,FNTKPLSL
FANTAC PLUS  ML,1532,F532,FNTKPLSML
FANTAC PLUS  ML,1532,F532,FNTKPLSML
FENTEC PLUS  ML,1532,F532,FNTKPLSML
FENTEC PLUS  ML,1532,F532,FNTKPLSML
FENTEC PLUS  ML,1532,F532,FNTKPLSML
FENTEC PLUS  L,1532,F532,FNTKPLSL
FENTEC PLUS  ML,1532,F532,FNTKPLSML
FERROMIX  ,1652,F652,FRMKS
FERROMIX  ,1652,F652,FRMKS
FERROUS SULPHATE  ,1624,F624,FRSLFT
FERROUS SULPHATE  ,1624,F624,FRSLFT
FERROUS SULPHATE DAYAL  ,1624,F624,FRSLFTTYL
FERTIMAX CALCIUM NITRATE  ,1635,F635,FRTMKSKLSMNTRT
FERTIS  % WG  ,1632,F632,FRTSK
FERTIS  % WG  ,1632,F632,FRTSK
FERTIS  % WG  ,1632,F632,FRTSK
FERTISOL  ,1632,F632,FRTSL
FERTIZ  ,1632,F632,FRTS
FERTIZ  ,1632,F632,FRTS
FIGHTER  ML,1365,F236,FKTRML
FIGHTER  ML,1365,F236,FKTRML
FIGHTER  L,1364,F236,FKTRL
FIGHTER  ML,1365,F236,FKTRML
FURAGRO GR  ,1626,F626,FRKRKR
GAINEXA  ML,2525,G525,KNKSML
GAINEXA  ML,2525,G525,KNKSML
GAINEXA  L,2524,G524,KNKSL
GANNA PAHELWAN  ,2514,G514,KNPHLWN
GBISTAR  ML,2123,G123,KBSTRML
GEOGREEN  ,2265,G265,JKRN
GLYCOCINE  L,2422,G422,KLKSNL
GLYCOCINE  ML,2422,G422,KLKSNML
GRAND  ML,2653,G653,KRNTML
GREEN MIX  ,2652,G652,KRNMKS
GRO+BZG CIL  ,2612,G612,KRBSKSL
GROMOR GODAVARI DAP  ,2656,G656,KRMRKTFRTP
GROMOR SULPHAMAX  ,2656,G656,KRMRSLFMKS
GROW SHAKTI ::  ,2622,G622,KRXKT
GSSP BORONATED RAMBAN  ,2165,G165,KSPBRNTTRMBN
GSSP PLAIN RAMBAN  ,2145,G145,KSPLNRMBN
GSSP SUPER FORMULA RAMBAN  ,2121,G121,KSPSPRFRMLRMBN
GSSP ZINCATED RAMBAN  ,2125,G125,KSPSNKTTRMBN
HAMINO   ,5500,H550,HMN
HARIYALEE  ,6400,H640,HRYL
HARU  ,6000,H600,HR
HARU  ,6000,H600,HR
HERBOZYME GR  ,6125,H612,HRBSMKR
HORTICA B  ML,6321,H632,HRTKBML
HOSHI  L,2400,H240,HXL
HOSHI ULTRA  L,2436,H243,HXLTRL
HOSHI ULTRA  ML,2436,H243,HXLTRML
HPM HEERA ZINC  ,1562,H156,HPMHRSNK
HUMACID  ML,5235,H523,HMSTML
HUMESOL  L,5240,H524,HMSL
HUMICIL G  ,5242,H524,HMSLK
HUMICIL G  ,5242,H524,HMSLK
HUMICIL G  ,5242,H524,HMSLK
HUMIGOLD  ,5243,H524,HMKLT
HUMOCIL  ML,5245,H524,HMSLML
IFFCO APS :::  ,1212,I121,IFKPS
IFFCO AZOTOBACTER  ML,1223,I122,IFKSTBKTRML
IFFCO AZOTOBACTER  ML,1223,I122,IFKSTBKTRML
IFFCO BENTONITE SULPHUR  ,1215,I121,IFKBNTNTSLFR
IFFCO BENTONITE SULPHUR  ,1215,I121,IFKBNTNTSLFR
IFFCO BORON . %  IMP  ,1216,I121,IFKBRNMP
IFFCO BORON  IMP  ,1216,I121,IFKBRNMP
IFFCO CALCIUM NITRATE  ,1224,I122,IFKKLSMNTRT
IFFCO CALCIUM NITRATE  ,1224,I122,IFKKLSMNTRT
IFFCO DAP  ,1231,I123,IFKTP
IFFCO LIQUID CONSORTIA NPK  ML,1242,I124,IFKLKTKNSRXNPKML
IFFCO LIQUID CONSORTIA NPK  ML,1242,I124,IFKLKTKNSRXNPKML
IFFCO MAGNESIUM SULPHATE  ,1252,I125,IFKMKNSMSLFT
IFFCO MAP::  ,1251,I125,IFKMP
IFFCO MONO POTASSIUM PHOSPHATE  ,1255,I125,IFKMNPTSMFSFT
IFFCO NANO UREA LIQUID  ML,1255,I125,IFKNNRLKTML
IFFCO NATURAL POTASH  ,1253,I125,IFKNTRLPTX
IFFCO NPK  ::  ,1251,I125,IFKNPK
IFFCONPK::  ,1251,I125,IFKNPK
IFFCONPK::  ,1251,I125,IFKNPK
IFFCO NPK::  ,1251,I125,IFKNPK
PHOSPHATE SOLUBLISING BACTERIA  ML,1213,P213,FSFTSLBLSNKBKTRML
PHOSPHATE SOLUBLISING BACTERIA  ML,1213,P213,FSFTSLBLSNKBKTRML
POTASSIUM MOBILIZING BIOFERT  ML,1325,P325,PTSMBLSNKBFRTML
POTASSIUM MOBILIZING BIOFERT  ML,1325,P325,PTSMBLSNKBFRTML
IFFCO POTASSIUM NITRATE::IMP  ,1213,I121,IFKPTSMNTRTMP
IFFCO SAGARIKA BUCKET  ,1222,I122,IFKSKRKBKT
IFFCO SAGARIKA LIQUID  ML,1222,I122,IFKSKRKLKTML
IFFCO SAGARIKA LIQUID  ML,1222,I122,IFKSKRKLKTML
IFFCO SAGARIKA LIQUID  ML,1222,I122,IFKSKRKLKTML
IFFCO SAGARIKA LIQUID  L,1222,I122,IFKSKRKLKTL
IFFCO UREA  ,1260,I126,IFKR
IFFCO WSF SOP :: IMP  ,1221,I122,IFKSFSPMP
IFFCO WSF UREA PHOSPHATE :  ,1221,I122,IFKSFRFSFT
IFFCO ZINC %  ,1225,I122,IFKSNK
IFFCO ZINC %  ,1225,I122,IFKSNK
IFFCO ZINC SOLUBILIZING BIOFERT  ML,1225,I122,IFKSNKSLBLSNKBFRTML
IFFCO ZINC SOLUBILIZING BIOFERT  ML,1225,I122,IFKSNKSLBLSNKBFRTML
INDOLIFE CROP ENERGY  ML,5341,I534,INTLFKRPNRJML
INDOLIFE FRUIT ENERGY  ML,5341,I534,INTLFFRTNRJML
INDOLIFE FRUIT ENERGY  ML,5341,I534,INTLFFRTNRJML
INSECTICIDES SURYA ZINC  ,5223,I522,INSKTSTSRYSNK
IPL DAP  ,1431,I143,IPLTP
IPL MOP  ,1451,I145,IPLMP
